character,displayName,key,frame,isAttack,widthRatio,heightRatio,bodyWidthRatio,bodyHeightRatio,bodyFootGapRatio,expectedWidthRatio,expectedWidthLabel,areaRatio,bodyAreaRatio,scaleWidth,scaleHeight,scaleSource,sameSourceScaleUses,reasons
riven,Sasuke,cmd:O+1,176,true,2.576,0.98,2.576,0.98,0,2.576,idleW,2.524,2.524,0.98,0.98,frame,cmd:O+1:0.98/0.98,too-wide:2.58x-idleW|high-area:2.52
riven,Sasuke,cmd:O+1,177,true,2.971,0.98,2.971,0.98,0,2.971,idleW,2.912,2.912,0.98,0.98,frame,cmd:O+1:0.98/0.98,too-wide:2.97x-idleW|high-area:2.91
riven,Sasuke,cmd:O+1,178,true,3.039,0.98,3.039,0.98,0,3.039,idleW,2.978,2.978,0.98,0.98,frame,cmd:O+1:0.98/0.98,too-wide:3.04x-idleW|high-area:2.98
riven,Sasuke,cmd:O+4,128,true,1.78,1,1.78,1,0.173,1.78,idleW,1.78,1.78,1,1,default,kickright:0.95/0.95|cmd:FC+2:0.95/0.95,too-wide:1.78x-idleW|high-area:1.78|feet-above-ground:0.17|same-source-scaled:kickright/cmd:FC+2
riven,Sasuke,cmd:O+4,129,true,1.311,1,1.311,1,0.038,1.311,idleW,1.311,1.311,1,1,default,kickright:0.98/0.98|cmd:FC+2:0.98/0.98,seq-area-low:0.45|same-source-scaled:kickright/cmd:FC+2
riven,Sasuke,cmd:O+4,130,true,2.349,1,2.349,1,0.179,2.349,idleW,2.349,2.349,1,1,default,kickright:0.95/0.95|cmd:FC+2:0.95/0.95,too-wide:2.35x-idleW|high-area:2.35|feet-above-ground:0.18|same-source-scaled:kickright/cmd:FC+2
riven,Sasuke,cmd:O+4,131,true,2.108,1,2.108,1,0.25,2.108,idleW,2.108,2.108,1,1,default,kickright:0.95/0.95|cmd:FC+2:0.95/0.95,too-wide:2.11x-idleW|high-area:2.11|feet-above-ground:0.25|same-source-scaled:kickright/cmd:FC+2
riven,Sasuke,cmd:O+4,132,true,1.719,1,1.719,1,0.078,1.719,idleW,1.719,1.719,1,1,default,kickright:0.95/0.95|cmd:FC+2:0.95/0.95,too-wide:1.72x-idleW|high-area:1.72|feet-above-ground:0.08|same-source-scaled:kickright/cmd:FC+2
riven,Sasuke,cmd:O+4,133,true,2.021,1,2.021,1,0.085,2.021,idleW,2.021,2.021,1,1,default,kickright:0.95/0.95,too-wide:2.02x-idleW|high-area:2.02|feet-above-ground:0.09|same-source-scaled:kickright
riven,Sasuke,cmd:O+4,134,true,2.385,1,2.385,1,0.104,2.385,idleW,2.385,2.385,1,1,default,kickright:0.95/0.95,too-wide:2.39x-idleW|high-area:2.39|feet-above-ground:0.10|same-source-scaled:kickright
riven,Sasuke,cmd:O+4,135,true,2.436,1,2.436,1,0.021,2.436,idleW,2.436,2.436,1,1,default,kickright:0.98/0.98,too-wide:2.44x-idleW|high-area:2.44|same-source-scaled:kickright
riven,Sasuke,cmd:O+4,136,true,1.969,1,1.969,1,0.021,1.969,idleW,1.969,1.969,1,1,default,kickright:0.95/0.95,too-wide:1.97x-idleW|high-area:1.97|same-source-scaled:kickright
riven,Sasuke,cmd:O+4,137,true,1.74,1,1.74,1,0.122,1.74,idleW,1.74,1.74,1,1,default,kickright:0.95/0.95,too-wide:1.74x-idleW|high-area:1.74|feet-above-ground:0.12|same-source-scaled:kickright
riven,Sasuke,cmd:qcf+1,79,true,1.639,1,1.639,1,0,1.639,idleW,1.639,1.639,1,1,default,cmd:FC+1:0.95/0.95|cmd:f+2:0.95/0.95|jableft:0.95/0.95,too-wide:1.64x-idleW|high-area:1.64|same-source-scaled:cmd:FC+1/cmd:f+2/jableft
riven,Sasuke,cmd:qcf+1,80,true,2.102,1,2.102,1,0,2.102,idleW,2.102,2.102,1,1,default,cmd:FC+1:0.95/0.95|cmd:f+2:0.95/0.95|jableft:0.95/0.95,too-wide:2.10x-idleW|high-area:2.10|same-source-scaled:cmd:FC+1/cmd:f+2/jableft
riven,Sasuke,cmd:qcf+1,81,true,1.443,1,1.443,1,0,1.443,idleW,1.443,1.443,1,1,default,cmd:f+2:0.948/0.948|jableft:0.948/0.948,same-source-scaled:cmd:f+2/jableft
riven,Sasuke,cmd:qcf+3,120,true,0.956,0.956,0.956,0.956,0,0.956,idleW,0.914,0.914,0.956,0.956,frame,cmd:FC+1:0.956/0.956|cmd:FC+3:0.956/0.956|cmd:FC+3+4:0.956/0.956|cmd:FC+4:0.956/0.956|cmd:qcf+3:0.956/0.956|crouch:0.98/0.72|crouchBlock:0.98/0.72|cmd:FC+2:0.956/0.956,below-blue:0.96h|seq-area-low:0.75|same-source-scale-diff:0.24
riven,Sasuke,cmd:qcf+3,121,true,2.283,0.98,2.283,0.98,0,2.283,idleW,2.238,2.238,0.98,0.98,frame,cmd:FC+3:0.98/0.98|cmd:qcf+3:0.98/0.98,too-wide:2.28x-idleW|high-area:2.24
riven,Sasuke,cmd:qcf+3,122,true,2.063,0.95,2.063,0.95,0,2.063,idleW,1.959,1.959,0.95,0.95,frame,cmd:FC+3:0.95/0.95|cmd:qcf+3:0.95/0.95,below-blue:0.95h|too-wide:2.06x-idleW|high-area:1.96
riven,Sasuke,cmd:qcf+3,123,true,2.125,0.95,2.125,0.95,0.019,2.125,idleW,2.019,2.019,0.95,0.95,frame,cmd:qcf+3:0.95/0.95,below-blue:0.95h|too-wide:2.13x-idleW|high-area:2.02
riven,Sasuke,cmd:qcf+3,124,true,1.446,0.95,1.446,0.95,0,1.446,idleW,1.374,1.374,0.95,0.95,frame,cmd:qcf+3:0.95/0.95|kickleft:0.95/0.95,below-blue:0.95h
riven,Sasuke,cmd:qcf+4,128,true,1.78,1,1.78,1,0.173,1.78,idleW,1.78,1.78,1,1,default,kickright:0.95/0.95|cmd:FC+2:0.95/0.95,too-wide:1.78x-idleW|high-area:1.78|feet-above-ground:0.17|same-source-scaled:kickright/cmd:FC+2
riven,Sasuke,cmd:qcf+4,129,true,1.311,1,1.311,1,0.038,1.311,idleW,1.311,1.311,1,1,default,kickright:0.98/0.98|cmd:FC+2:0.98/0.98,seq-area-low:0.45|same-source-scaled:kickright/cmd:FC+2
riven,Sasuke,cmd:qcf+4,130,true,2.349,1,2.349,1,0.179,2.349,idleW,2.349,2.349,1,1,default,kickright:0.95/0.95|cmd:FC+2:0.95/0.95,too-wide:2.35x-idleW|high-area:2.35|feet-above-ground:0.18|same-source-scaled:kickright/cmd:FC+2
riven,Sasuke,cmd:qcf+4,131,true,2.108,1,2.108,1,0.25,2.108,idleW,2.108,2.108,1,1,default,kickright:0.95/0.95|cmd:FC+2:0.95/0.95,too-wide:2.11x-idleW|high-area:2.11|feet-above-ground:0.25|same-source-scaled:kickright/cmd:FC+2
riven,Sasuke,cmd:qcf+4,132,true,1.719,1,1.719,1,0.078,1.719,idleW,1.719,1.719,1,1,default,kickright:0.95/0.95|cmd:FC+2:0.95/0.95,too-wide:1.72x-idleW|high-area:1.72|feet-above-ground:0.08|same-source-scaled:kickright/cmd:FC+2
riven,Sasuke,cmd:qcf+4,133,true,2.021,1,2.021,1,0.085,2.021,idleW,2.021,2.021,1,1,default,kickright:0.95/0.95,too-wide:2.02x-idleW|high-area:2.02|feet-above-ground:0.09|same-source-scaled:kickright
riven,Sasuke,cmd:qcf+4,134,true,2.385,1,2.385,1,0.104,2.385,idleW,2.385,2.385,1,1,default,kickright:0.95/0.95,too-wide:2.39x-idleW|high-area:2.39|feet-above-ground:0.10|same-source-scaled:kickright
riven,Sasuke,cmd:qcf+4,135,true,2.436,1,2.436,1,0.021,2.436,idleW,2.436,2.436,1,1,default,kickright:0.98/0.98,too-wide:2.44x-idleW|high-area:2.44|same-source-scaled:kickright
riven,Sasuke,cmd:qcf+4,136,true,1.969,1,1.969,1,0.021,1.969,idleW,1.969,1.969,1,1,default,kickright:0.95/0.95,too-wide:1.97x-idleW|high-area:1.97|same-source-scaled:kickright
riven,Sasuke,cmd:qcf+4,137,true,1.74,1,1.74,1,0.122,1.74,idleW,1.74,1.74,1,1,default,kickright:0.95/0.95,too-wide:1.74x-idleW|high-area:1.74|feet-above-ground:0.12|same-source-scaled:kickright
riven,Sasuke,cmd:SS+3,118,true,1.64,1,1.64,1,0,1.64,idleW,1.64,1.64,1,1,default,cmd:1+2:0.95/0.95|kickleft:0.95/0.95,too-wide:1.64x-idleW|high-area:1.64|same-source-scaled:cmd:1+2/kickleft
riven,Sasuke,cmd:SS+3,119,true,1.693,1,1.693,1,0.102,1.693,idleW,1.693,1.693,1,1,default,kickleft:0.95/0.95,too-wide:1.69x-idleW|high-area:1.69|feet-above-ground:0.10|same-source-scaled:kickleft
riven,Sasuke,cmd:SS+3,124,true,1.522,1,1.522,1,0,1.522,idleW,1.522,1.522,1,1,default,cmd:qcf+3:0.95/0.95|kickleft:0.95/0.95,high-area:1.52|same-source-scaled:cmd:qcf+3/kickleft
riven,Sasuke,cmd:SS+3,126,true,1,1,1,1,0,1,idleW,1,1,1,1,default,kickleft:1.006/1.006,seq-area-low:0.58|same-source-scaled:kickleft
riven,Sasuke,cmd:SS+4,145,true,4.033,0.98,4.033,0.98,0.044,4.033,idleW,3.952,3.952,0.98,0.98,frame,cmd:1+4:0.98/0.98|cmd:SS+4:0.98/0.98,too-wide:4.03x-idleW|high-area:3.95
riven,Sasuke,cmd:SS+4,146,true,3.997,0.98,3.997,0.98,0.064,3.997,idleW,3.917,3.917,0.98,0.98,frame,cmd:1+4:0.98/0.98|cmd:SS+4:0.98/0.98,too-wide:4.00x-idleW|high-area:3.92|feet-above-ground:0.06
riven,Sasuke,cmd:SS+4,147,true,4.139,0.98,4.139,0.98,0,4.139,idleW,4.056,4.056,0.98,0.98,frame,cmd:1+4:0.98/0.98|cmd:SS+4:0.98/0.98,too-wide:4.14x-idleW|high-area:4.06
riven,Sasuke,cmd:SS+4,148,true,1.815,0.95,1.815,0.95,0,1.815,idleW,1.724,1.724,0.95,0.95,frame,cmd:1+4:0.95/0.95|cmd:FC+3+4:0.95/0.95|cmd:SS+4:0.95/0.95|cmd:1+3:0.95/0.95,below-blue:0.95h|too-wide:1.81x-idleW|high-area:1.72
riven,Sasuke,cmd:WS+2,83,true,1,1,1,1,0,1,idleW,1,1,1,1,default,jabright:1.017/1.017,seq-area-low:0.46|same-source-scaled:jabright
riven,Sasuke,cmd:WS+2,84,true,2.245,1,2.245,1,0,2.245,idleW,2.245,2.245,1,1,default,jabright:0.95/0.95,too-wide:2.24x-idleW|high-area:2.24|same-source-scaled:jabright
riven,Sasuke,cmd:WS+2,87,true,3.318,1,3.318,1,0,3.318,idleW,3.317,3.317,1,1,default,jabright:1.02/1.02,too-wide:3.32x-idleW|high-area:3.32|same-source-scaled:jabright
riven,Sasuke,cmd:WS+2,88,true,2.598,1,2.598,1,0,2.598,idleW,2.598,2.598,1,1,default,jabright:1.02/1.02,too-wide:2.60x-idleW|high-area:2.60|same-source-scaled:jabright
riven,Sasuke,cmd:WS+2,89,true,2.598,1,2.598,1,0,2.598,idleW,2.598,2.598,1,1,default,jabright:1.02/1.02,too-wide:2.60x-idleW|high-area:2.60|same-source-scaled:jabright
riven,Sasuke,cmd:WS+2,90,true,1.91,1,1.91,1,0,1.91,idleW,1.91,1.91,1,1,default,jabright:0.95/0.95,too-wide:1.91x-idleW|high-area:1.91|same-source-scaled:jabright
riven,Sasuke,cmd:WS+4,128,true,1.78,1,1.78,1,0.173,1.78,idleW,1.78,1.78,1,1,default,kickright:0.95/0.95|cmd:FC+2:0.95/0.95,too-wide:1.78x-idleW|high-area:1.78|feet-above-ground:0.17|same-source-scaled:kickright/cmd:FC+2
riven,Sasuke,cmd:WS+4,129,true,1.311,1,1.311,1,0.038,1.311,idleW,1.311,1.311,1,1,default,kickright:0.98/0.98|cmd:FC+2:0.98/0.98,seq-area-low:0.45|same-source-scaled:kickright/cmd:FC+2
riven,Sasuke,cmd:WS+4,130,true,2.349,1,2.349,1,0.179,2.349,idleW,2.349,2.349,1,1,default,kickright:0.95/0.95|cmd:FC+2:0.95/0.95,too-wide:2.35x-idleW|high-area:2.35|feet-above-ground:0.18|same-source-scaled:kickright/cmd:FC+2
riven,Sasuke,cmd:WS+4,131,true,2.108,1,2.108,1,0.25,2.108,idleW,2.108,2.108,1,1,default,kickright:0.95/0.95|cmd:FC+2:0.95/0.95,too-wide:2.11x-idleW|high-area:2.11|feet-above-ground:0.25|same-source-scaled:kickright/cmd:FC+2
riven,Sasuke,cmd:WS+4,132,true,1.719,1,1.719,1,0.078,1.719,idleW,1.719,1.719,1,1,default,kickright:0.95/0.95|cmd:FC+2:0.95/0.95,too-wide:1.72x-idleW|high-area:1.72|feet-above-ground:0.08|same-source-scaled:kickright/cmd:FC+2
riven,Sasuke,cmd:WS+4,133,true,2.021,1,2.021,1,0.085,2.021,idleW,2.021,2.021,1,1,default,kickright:0.95/0.95,too-wide:2.02x-idleW|high-area:2.02|feet-above-ground:0.09|same-source-scaled:kickright
riven,Sasuke,cmd:WS+4,134,true,2.385,1,2.385,1,0.104,2.385,idleW,2.385,2.385,1,1,default,kickright:0.95/0.95,too-wide:2.39x-idleW|high-area:2.39|feet-above-ground:0.10|same-source-scaled:kickright
riven,Sasuke,cmd:WS+4,135,true,2.436,1,2.436,1,0.021,2.436,idleW,2.436,2.436,1,1,default,kickright:0.98/0.98,too-wide:2.44x-idleW|high-area:2.44|same-source-scaled:kickright
riven,Sasuke,cmd:WS+4,136,true,1.969,1,1.969,1,0.021,1.969,idleW,1.969,1.969,1,1,default,kickright:0.95/0.95,too-wide:1.97x-idleW|high-area:1.97|same-source-scaled:kickright
riven,Sasuke,cmd:WS+4,137,true,1.74,1,1.74,1,0.122,1.74,idleW,1.74,1.74,1,1,default,kickright:0.95/0.95,too-wide:1.74x-idleW|high-area:1.74|feet-above-ground:0.12|same-source-scaled:kickright
riven,Sasuke,crouch,120,false,0.98,0.72,0.98,0.72,0,0.98,idleW,0.706,0.706,0.98,0.72,frame,cmd:FC+1:0.956/0.956|cmd:FC+3:0.956/0.956|cmd:FC+3+4:0.956/0.956|cmd:FC+4:0.956/0.956|cmd:qcf+3:0.956/0.956|crouch:0.98/0.72|crouchBlock:0.98/0.72|cmd:FC+2:0.956/0.956,below-blue:0.72h|body-below:0.72h|low-area:0.71|same-source-scale-diff:0.24
riven,Sasuke,crouchBlock,120,false,0.98,0.72,0.98,0.72,0,0.98,idleW,0.706,0.706,0.98,0.72,frame,cmd:FC+1:0.956/0.956|cmd:FC+3:0.956/0.956|cmd:FC+3+4:0.956/0.956|cmd:FC+4:0.956/0.956|cmd:qcf+3:0.956/0.956|crouch:0.98/0.72|crouchBlock:0.98/0.72|cmd:FC+2:0.956/0.956,below-blue:0.72h|body-below:0.72h|low-area:0.71|same-source-scale-diff:0.24
riven,Sasuke,crouchBlock,15,false,0.98,0.72,0.98,0.72,0,0.98,idleW,0.706,0.706,0.98,0.72,frame,crouchBlock:0.98/0.72|block:0.928/0.928,below-blue:0.72h|body-below:0.72h|low-area:0.71|same-source-scale-diff:0.21
riven,Sasuke,getupStand,32,false,0.987,0.987,0.987,0.987,0.086,0.405,idleH,0.974,0.974,0.987,0.987,frame,getupStand:0.987/0.987|hitHeavy:0.987/0.987|knockdown:0.987/0.987,too-narrow:0.41x-idleH
riven,Sasuke,getupStand,33,false,0.97,0.97,0.97,0.97,0.132,0.398,idleH,0.941,0.941,0.97,0.97,frame,getupStand:0.97/0.97|hitHeavy:0.97/0.97|knockdown:0.97/0.97,below-blue:0.97h|too-narrow:0.40x-idleH
riven,Sasuke,getupStand,34,false,0.986,0.986,0.986,0.986,0.082,0.405,idleH,0.972,0.972,0.986,0.986,frame,getupStand:0.986/0.986|hitHeavy:0.986/0.986|knockdown:0.986/0.986,too-narrow:0.40x-idleH
riven,Sasuke,getupStand,53,false,1.043,1.043,1.043,1.043,0.032,0.428,idleH,1.088,1.088,1.043,1.043,frame,getupStand:1.043/1.043,too-narrow:0.43x-idleH
riven,Sasuke,getupStand,54,false,0.999,0.999,0.999,0.999,0,0.41,idleH,0.998,0.998,0.999,0.999,frame,getupStand:0.999/0.999,too-narrow:0.41x-idleH
riven,Sasuke,getupStand,55,false,0.992,0.992,0.992,0.992,0,0.407,idleH,0.984,0.984,0.992,0.992,frame,getupStand:0.992/0.992,too-narrow:0.41x-idleH
riven,Sasuke,getupStand,56,false,0.972,0.972,0.972,0.972,0,0.399,idleH,0.945,0.945,0.972,0.972,frame,getupStand:0.972/0.972,too-narrow:0.40x-idleH
riven,Sasuke,hitHeavy,33,false,0.97,0.97,0.97,0.97,0.132,0.97,idleW,0.941,0.941,0.97,0.97,frame,getupStand:0.97/0.97|hitHeavy:0.97/0.97|knockdown:0.97/0.97,below-blue:0.97h
riven,Sasuke,hitLight,25,false,0.946,0.946,0.946,0.946,0,0.946,idleW,0.895,0.895,0.946,0.946,frame,hitLight:0.946/0.946,below-blue:0.95h
riven,Sasuke,jableft,79,true,1.557,0.95,1.557,0.95,0,1.557,idleW,1.479,1.479,0.95,0.95,frame,cmd:FC+1:0.95/0.95|cmd:f+2:0.95/0.95|jableft:0.95/0.95,below-blue:0.95h|too-wide:1.56x-idleW|high-area:1.48
riven,Sasuke,jableft,80,true,1.996,0.95,1.996,0.95,0,1.996,idleW,1.897,1.897,0.95,0.95,frame,cmd:FC+1:0.95/0.95|cmd:f+2:0.95/0.95|jableft:0.95/0.95,below-blue:0.95h|too-wide:2.00x-idleW|high-area:1.90
riven,Sasuke,jableft,81,true,1.368,0.948,1.368,0.948,0,1.368,idleW,1.297,1.297,0.948,0.948,frame,cmd:f+2:0.948/0.948|jableft:0.948/0.948,below-blue:0.95h
riven,Sasuke,jabright,83,true,1.017,1.017,1.017,1.017,0,1.017,idleW,1.034,1.034,1.017,1.017,frame,jabright:1.017/1.017,seq-area-low:0.69
riven,Sasuke,jabright,84,true,2.133,0.95,2.133,0.95,0,2.133,idleW,2.026,2.026,0.95,0.95,frame,jabright:0.95/0.95,below-blue:0.95h|too-wide:2.13x-idleW|high-area:2.03
riven,Sasuke,jabright,87,true,3.384,1.02,3.384,1.02,0,3.384,idleW,3.452,3.452,1.02,1.02,frame,jabright:1.02/1.02,too-wide:3.38x-idleW|high-area:3.45
riven,Sasuke,jabright,88,true,2.65,1.02,2.65,1.02,0,2.65,idleW,2.703,2.703,1.02,1.02,frame,jabright:1.02/1.02,too-wide:2.65x-idleW|high-area:2.70
riven,Sasuke,jabright,89,true,2.65,1.02,2.65,1.02,0,2.65,idleW,2.703,2.703,1.02,1.02,frame,jabright:1.02/1.02,too-wide:2.65x-idleW|high-area:2.70
riven,Sasuke,jabright,90,true,1.815,0.95,1.815,0.95,0,1.815,idleW,1.724,1.724,0.95,0.95,frame,jabright:0.95/0.95,below-blue:0.95h|too-wide:1.81x-idleW|high-area:1.72
riven,Sasuke,juggle,29,false,0.974,0.974,0.974,0.974,0.115,0.4,idleH,0.949,0.949,0.974,0.974,frame,juggle:0.974/0.974,too-narrow:0.40x-idleH
riven,Sasuke,juggle,30,false,0.958,0.958,0.958,0.958,0.026,0.393,idleH,0.918,0.918,0.958,0.958,frame,juggle:0.958/0.958,below-blue:0.96h|too-narrow:0.39x-idleH
riven,Sasuke,kickleft,118,true,1.558,0.95,1.558,0.95,0,1.558,idleW,1.48,1.48,0.95,0.95,frame,cmd:1+2:0.95/0.95|kickleft:0.95/0.95,below-blue:0.95h|too-wide:1.56x-idleW|high-area:1.48
riven,Sasuke,kickleft,119,true,1.608,0.95,1.608,0.95,0.097,1.608,idleW,1.528,1.528,0.95,0.95,frame,kickleft:0.95/0.95,below-blue:0.95h|too-wide:1.61x-idleW|high-area:1.53|feet-above-ground:0.10
riven,Sasuke,kickleft,124,true,1.446,0.95,1.446,0.95,0,1.446,idleW,1.374,1.374,0.95,0.95,frame,cmd:qcf+3:0.95/0.95|kickleft:0.95/0.95,below-blue:0.95h
riven,Sasuke,kickleft,126,true,1.006,1.006,1.006,1.006,0,1.006,idleW,1.012,1.012,1.006,1.006,frame,kickleft:1.006/1.006,seq-area-low:0.42
riven,Sasuke,kickright,128,true,1.691,0.95,1.691,0.95,0.164,1.691,idleW,1.606,1.606,0.95,0.95,frame,kickright:0.95/0.95|cmd:FC+2:0.95/0.95,below-blue:0.95h|too-wide:1.69x-idleW|high-area:1.61|feet-above-ground:0.16
riven,Sasuke,kickright,129,true,1.285,0.98,1.285,0.98,0.038,1.285,idleW,1.259,1.259,0.98,0.98,frame,kickright:0.98/0.98|cmd:FC+2:0.98/0.98,seq-area-low:0.35
riven,Sasuke,kickright,130,true,2.232,0.95,2.232,0.95,0.17,2.232,idleW,2.12,2.12,0.95,0.95,frame,kickright:0.95/0.95|cmd:FC+2:0.95/0.95,below-blue:0.95h|too-wide:2.23x-idleW|high-area:2.12|feet-above-ground:0.17
riven,Sasuke,kickright,131,true,2.003,0.95,2.003,0.95,0.237,2.003,idleW,1.902,1.902,0.95,0.95,frame,kickright:0.95/0.95|cmd:FC+2:0.95/0.95,below-blue:0.95h|too-wide:2.00x-idleW|high-area:1.90|feet-above-ground:0.24
riven,Sasuke,kickright,132,true,1.633,0.95,1.633,0.95,0.075,1.633,idleW,1.552,1.552,0.95,0.95,frame,kickright:0.95/0.95|cmd:FC+2:0.95/0.95,below-blue:0.95h|too-wide:1.63x-idleW|high-area:1.55|feet-above-ground:0.07
riven,Sasuke,kickright,133,true,1.92,0.95,1.92,0.95,0.081,1.92,idleW,1.824,1.824,0.95,0.95,frame,kickright:0.95/0.95,below-blue:0.95h|too-wide:1.92x-idleW|high-area:1.82|feet-above-ground:0.08
riven,Sasuke,kickright,134,true,2.266,0.95,2.266,0.95,0.099,2.266,idleW,2.153,2.153,0.95,0.95,frame,kickright:0.95/0.95,below-blue:0.95h|too-wide:2.27x-idleW|high-area:2.15|feet-above-ground:0.10
riven,Sasuke,kickright,135,true,2.387,0.98,2.387,0.98,0.021,2.387,idleW,2.34,2.34,0.98,0.98,frame,kickright:0.98/0.98,too-wide:2.39x-idleW|high-area:2.34
riven,Sasuke,kickright,136,true,1.871,0.95,1.871,0.95,0.02,1.871,idleW,1.777,1.777,0.95,0.95,frame,kickright:0.95/0.95,below-blue:0.95h|too-wide:1.87x-idleW|high-area:1.78
riven,Sasuke,kickright,137,true,1.653,0.95,1.653,0.95,0.116,1.653,idleW,1.57,1.57,0.95,0.95,frame,kickright:0.95/0.95,below-blue:0.95h|too-wide:1.65x-idleW|high-area:1.57|feet-above-ground:0.12
riven,Sasuke,knockdown,31,false,1.092,1.092,1.092,1.092,0.073,0.448,idleH,1.192,1.192,1.092,1.092,frame,knockdown:1.092/1.092|lose:1.092/1.092,above-blue:1.09h|too-narrow:0.45x-idleH
riven,Sasuke,knockdown,32,false,0.987,0.987,0.987,0.987,0.086,0.405,idleH,0.974,0.974,0.987,0.987,frame,getupStand:0.987/0.987|hitHeavy:0.987/0.987|knockdown:0.987/0.987,too-narrow:0.41x-idleH
riven,Sasuke,knockdown,33,false,0.97,0.97,0.97,0.97,0.132,0.398,idleH,0.941,0.941,0.97,0.97,frame,getupStand:0.97/0.97|hitHeavy:0.97/0.97|knockdown:0.97/0.97,below-blue:0.97h|too-narrow:0.40x-idleH
riven,Sasuke,knockdown,34,false,0.986,0.986,0.986,0.986,0.082,0.405,idleH,0.972,0.972,0.986,0.986,frame,getupStand:0.986/0.986|hitHeavy:0.986/0.986|knockdown:0.986/0.986,too-narrow:0.40x-idleH
riven,Sasuke,knockdown,35,false,1.024,1.024,1.024,1.024,0.102,0.42,idleH,1.049,1.049,1.024,1.024,frame,hitHeavy:1.024/1.024|knockdown:1.024/1.024,too-narrow:0.42x-idleH
riven,Sasuke,lose,31,false,1.092,1.092,1.092,1.092,0.073,0.448,idleH,1.192,1.192,1.092,1.092,frame,knockdown:1.092/1.092|lose:1.092/1.092,above-blue:1.09h|too-narrow:0.45x-idleH
riven,Sasuke,sidestepLeft,66,false,0.945,0.945,0.945,0.945,0.143,0.945,idleW,0.893,0.893,0.945,0.945,frame,sidestepLeft:0.945/0.945|sidestepRight:0.945/0.945,below-blue:0.95h|feet-above-ground:0.14
riven,Sasuke,sidestepRight,66,false,0.945,0.945,0.945,0.945,0.143,0.945,idleW,0.893,0.893,0.945,0.945,frame,sidestepLeft:0.945/0.945|sidestepRight:0.945/0.945,below-blue:0.95h|feet-above-ground:0.14
riven,Sasuke,sprint,12,false,1.761,0.95,1.761,0.95,0.043,1.761,idleW,1.673,1.673,0.636,0.95,frame,sprint:0.636/0.95,below-blue:0.95h|too-wide:1.76x-idleW|high-area:1.67
riven,Sasuke,sprint,13,false,1.761,0.95,1.761,0.95,0.065,1.761,idleW,1.673,1.673,0.636,0.95,frame,sprint:0.636/0.95,below-blue:0.95h|too-wide:1.76x-idleW|high-area:1.67|feet-above-ground:0.06
riven,Sasuke,walkBack,14,false,0.963,0.963,0.963,0.963,0,0.963,idleW,0.927,0.927,0.963,0.963,frame,walkBack:0.963/0.963,below-blue:0.96h
riven,Sasuke,walkForward,5,false,0.951,0.951,0.951,0.951,0.021,0.951,idleW,0.904,0.904,0.951,0.951,frame,walkForward:0.951/0.951,below-blue:0.95h
riven,Sasuke,walkForward,9,false,0.96,0.96,0.96,0.96,0,0.96,idleW,0.922,0.922,0.96,0.96,frame,walkForward:0.96/0.96,below-blue:0.96h
riven,Sasuke,walkForward,10,false,0.966,0.966,0.966,0.966,0.043,0.966,idleW,0.933,0.933,0.966,0.966,frame,walkForward:0.966/0.966,below-blue:0.97h
riven,Sasuke,walkForward,9,false,0.96,0.96,0.96,0.96,0,0.96,idleW,0.922,0.922,0.96,0.96,frame,walkForward:0.96/0.96,below-blue:0.96h
riven,Sasuke,walkForward,5,false,0.951,0.951,0.951,0.951,0.021,0.951,idleW,0.904,0.904,0.951,0.951,frame,walkForward:0.951/0.951,below-blue:0.95h
riven,Sasuke,win,154,false,1.666,0.95,1.666,0.95,0.076,1.666,idleW,1.583,1.583,0.95,0.95,frame,cmd:FC+3+4:0.95/0.95|win:0.95/0.95|cmd:1+3:0.95/0.95,below-blue:0.95h|too-wide:1.67x-idleW|high-area:1.58|feet-above-ground:0.08
riven,Sasuke,win,155,false,1.15,1.01,1.15,1.01,0.136,1.15,idleW,1.162,1.162,0.847,1.01,frame,win:0.847/1.01|cmd:2+3:0.98/0.98,feet-above-ground:0.14|same-source-scale-diff:0.13
riven,Sasuke,win,156,false,1.151,1.028,1.151,1.028,0.041,1.151,idleW,1.183,1.183,0.875,1.028,frame,win:0.875/1.028|cmd:2+3:0.98/0.98,same-source-scale-diff:0.10
riven,Sasuke,win,157,false,1.019,1.019,1.019,1.019,0.096,1.019,idleW,1.038,1.038,1.019,1.019,frame,win:1.019/1.019|cmd:2+3:1.019/1.019,feet-above-ground:0.10
riven,Sasuke,win,158,false,1.009,1.009,1.009,1.009,0.095,1.009,idleW,1.018,1.018,1.009,1.009,frame,win:1.009/1.009|cmd:2+3:1.009/1.009,feet-above-ground:0.10
riven,Sasuke,win,159,false,1.047,1.047,1.047,1.047,0.153,1.047,idleW,1.096,1.096,1.047,1.047,frame,win:1.047/1.047|cmd:2+3:1.047/1.047,feet-above-ground:0.15
riven,Sasuke,win,160,false,1.065,1.065,1.065,1.065,0.155,1.065,idleW,1.134,1.134,1.065,1.065,frame,win:1.065/1.065|cmd:2+3:1.065/1.065,feet-above-ground:0.16
taikoubou,Taikoubou,backflip,46,false,0.94,0.94,0.94,0.94,0.016,0.94,idleW,0.884,0.884,0.94,0.94,frame,backflip:0.94/0.94,below-blue:0.94h
taikoubou,Taikoubou,chargeKi,118,false,0.94,0.94,0.94,0.94,0,0.94,idleW,0.884,0.884,0.94,0.94,frame,chargeKi:0.94/0.94,below-blue:0.94h
