animationKey,category,character,displayName,firstFrame,frameRefs,hasMoveOverride,lastFrame,uniqueFrames
hitHeavy,non-attack,kenshiro,Kenshiro,,0,False,,0
hitLight,non-attack,kenshiro,Kenshiro,28,1,False,28,1
idle,non-attack,kenshiro,Kenshiro,0,6,False,3,4
jableft,attack,kenshiro,Kenshiro,82,8,True,89,8
jabright,attack,kenshiro,Kenshiro,182,5,True,186,5
juggle,non-attack,kenshiro,Kenshiro,33,2,False,34,2
jump,non-attack,kenshiro,Kenshiro,20,4,False,23,4
kickleft,attack,kenshiro,Kenshiro,107,8,True,114,8
kickright,attack,kenshiro,Kenshiro,114,10,True,123,10
knockdown,non-attack,kenshiro,Kenshiro,38,4,False,41,4
lose,non-attack,kenshiro,Kenshiro,35,1,False,35,1
sidestepLeft,non-attack,kenshiro,Kenshiro,22,1,False,22,1
sidestepRight,non-attack,kenshiro,Kenshiro,22,1,False,22,1
sprint,non-attack,kenshiro,Kenshiro,30,10,False,39,10
walkBack,non-attack,kenshiro,Kenshiro,17,1,False,17,1
walkForward,non-attack,kenshiro,Kenshiro,4,9,False,12,9
win,non-attack,kenshiro,Kenshiro,123,1,False,123,1
backflip,non-attack,killua-zoldyck,Killua Zoldyck,40,8,False,49,8
block,non-attack,killua-zoldyck,Killua Zoldyck,15,1,False,15,1
chargeKi,non-attack,killua-zoldyck,Killua Zoldyck,56,3,False,58,3
cmd:1+2,attack,killua-zoldyck,Killua Zoldyck,64,12,True,75,12
cmd:1+3,attack,killua-zoldyck,Killua Zoldyck,85,14,True,98,14
cmd:1+4,attack,killua-zoldyck,Killua Zoldyck,99,9,False,107,9
cmd:2+3,attack,killua-zoldyck,Killua Zoldyck,112,8,True,119,8
cmd:2+4,attack,killua-zoldyck,Killua Zoldyck,132,7,True,138,7
cmd:3+4,attack,killua-zoldyck,Killua Zoldyck,,0,True,,0
cmd:FC+1,attack,killua-zoldyck,Killua Zoldyck,,0,True,,0
cmd:FC+2,attack,killua-zoldyck,Killua Zoldyck,,0,True,,0
cmd:O+2,attack,killua-zoldyck,Killua Zoldyck,,0,True,,0
cmd:WS+4,attack,killua-zoldyck,Killua Zoldyck,,0,True,,0
cmd:d/f+2,attack,killua-zoldyck,Killua Zoldyck,,0,True,,0
cmd:f+1,attack,killua-zoldyck,Killua Zoldyck,,0,True,,0
cmd:qcf+4,attack,killua-zoldyck,Killua Zoldyck,,0,True,,0
crouch,non-attack,killua-zoldyck,Killua Zoldyck,22,1,False,22,1
crouchBlock,non-attack,killua-zoldyck,Killua Zoldyck,91,8,False,99,8
getupRollUp,non-attack,killua-zoldyck,Killua Zoldyck,,0,False,,0
getupStand,non-attack,killua-zoldyck,Killua Zoldyck,31,7,False,55,7
hitHeavy,non-attack,killua-zoldyck,Killua Zoldyck,,0,False,,0
hitLight,non-attack,killua-zoldyck,Killua Zoldyck,25,1,False,25,1
idle,non-attack,killua-zoldyck,Killua Zoldyck,0,4,False,3,4
jableft,attack,killua-zoldyck,Killua Zoldyck,81,4,True,84,4
jabright,attack,killua-zoldyck,Killua Zoldyck,144,8,True,151,8
juggle,non-attack,killua-zoldyck,Killua Zoldyck,28,2,False,29,2
jump,non-attack,killua-zoldyck,Killua Zoldyck,17,5,False,21,5
kickleft,attack,killua-zoldyck,Killua Zoldyck,,0,True,,0
kickright,attack,killua-zoldyck,Killua Zoldyck,,0,True,,0
knockdown,non-attack,killua-zoldyck,Killua Zoldyck,31,4,False,34,4
lose,non-attack,killua-zoldyck,Killua Zoldyck,30,1,False,30,1
sidestepLeft,non-attack,killua-zoldyck,Killua Zoldyck,76,6,False,81,6
sidestepRight,non-attack,killua-zoldyck,Killua Zoldyck,76,6,False,81,6
sprint,non-attack,killua-zoldyck,Killua Zoldyck,30,10,False,39,10
walkBack,non-attack,killua-zoldyck,Killua Zoldyck,14,1,False,14,1
walkForward,non-attack,killua-zoldyck,Killua Zoldyck,4,8,False,11,8
win,non-attack,killua-zoldyck,Killua Zoldyck,151,1,False,151,1
backflip,non-attack,kinnikuman,Kinnikuman,40,8,False,48,8
block,non-attack,kinnikuman,Kinnikuman,15,1,False,15,1
chargeKi,non-attack,kinnikuman,Kinnikuman,55,3,False,57,3
cmd:1+2,attack,kinnikuman,Kinnikuman,98,13,True,105,8
cmd:1+3,attack,kinnikuman,Kinnikuman,58,9,True,66,9
cmd:1+4,attack,kinnikuman,Kinnikuman,79,5,True,83,5
cmd:2+3,attack,kinnikuman,Kinnikuman,140,5,True,144,5
cmd:2+4,attack,kinnikuman,Kinnikuman,145,11,True,155,11
cmd:3+4,attack,kinnikuman,Kinnikuman,236,14,True,247,12
cmd:FC+1,attack,kinnikuman,Kinnikuman,,0,True,,0
cmd:FC+2,attack,kinnikuman,Kinnikuman,,0,True,,0
cmd:O+2,attack,kinnikuman,Kinnikuman,,0,True,,0
cmd:WS+4,attack,kinnikuman,Kinnikuman,,0,True,,0
cmd:d/f+2,attack,kinnikuman,Kinnikuman,,0,True,,0
cmd:f+1,attack,kinnikuman,Kinnikuman,,0,True,,0
cmd:qcf+4,attack,kinnikuman,Kinnikuman,,0,True,,0
crouch,non-attack,kinnikuman,Kinnikuman,22,1,False,22,1
crouchBlock,non-attack,kinnikuman,Kinnikuman,90,8,False,98,8
getupRollUp,non-attack,kinnikuman,Kinnikuman,,0,False,,0
getupStand,non-attack,kinnikuman,Kinnikuman,35,7,False,54,7
hitHeavy,non-attack,kinnikuman,Kinnikuman,,0,False,,0
hitLight,non-attack,kinnikuman,Kinnikuman,26,1,False,26,1
idle,non-attack,kinnikuman,Kinnikuman,0,4,False,3,4
jableft,attack,kinnikuman,Kinnikuman,73,5,True,77,5
jabright,attack,kinnikuman,Kinnikuman,85,5,True,89,5
juggle,non-attack,kinnikuman,Kinnikuman,30,2,False,31,2
jump,non-attack,kinnikuman,Kinnikuman,17,4,False,20,4
kickleft,attack,kinnikuman,Kinnikuman,,0,True,,0
kickright,attack,kinnikuman,Kinnikuman,,0,True,,0
knockdown,non-attack,kinnikuman,Kinnikuman,35,4,False,38,4
lose,non-attack,kinnikuman,Kinnikuman,32,1,False,32,1
sidestepLeft,non-attack,kinnikuman,Kinnikuman,58,2,False,59,2
sidestepRight,non-attack,kinnikuman,Kinnikuman,58,2,False,59,2
sprint,non-attack,kinnikuman,Kinnikuman,30,10,False,39,10
walkBack,non-attack,kinnikuman,Kinnikuman,14,1,False,14,1
walkForward,non-attack,kinnikuman,Kinnikuman,4,8,False,11,8
win,non-attack,kinnikuman,Kinnikuman,89,1,False,89,1
backflip,non-attack,kiro,Naruto,0,4,False,45,4
block,non-attack,kiro,Naruto,16,1,False,16,1
chargeKi,non-attack,kiro,Naruto,56,4,False,59,4
cmd:1+2,attack,kiro,Naruto,98,5,True,102,5
cmd:1+3,attack,kiro,Naruto,104,4,True,107,4
cmd:1+4,attack,kiro,Naruto,117,7,True,122,6
cmd:2+3,attack,kiro,Naruto,180,6,True,185,6
cmd:2+4,attack,kiro,Naruto,211,4,True,213,3
cmd:3+4,attack,kiro,Naruto,222,9,True,229,8
cmd:D+3,attack,kiro,Naruto,141,3,True,143,3
cmd:FC+1,attack,kiro,Naruto,124,4,True,127,4
cmd:FC+2,attack,kiro,Naruto,101,2,True,124,2
cmd:FC+3,attack,kiro,Naruto,141,2,True,142,2
cmd:FC+3+4,attack,kiro,Naruto,23,7,False,186,7
cmd:FC+4,attack,kiro,Naruto,141,2,True,142,2
cmd:O+2,attack,kiro,Naruto,197,6,True,202,6
cmd:WR+4,attack,kiro,Naruto,0,3,True,107,3
cmd:WS+4,attack,kiro,Naruto,87,2,True,88,2
cmd:d+1,attack,kiro,Naruto,227,3,True,229,3
cmd:d/f+2,attack,kiro,Naruto,103,5,True,107,5
cmd:f+1,attack,kiro,Naruto,75,5,True,79,5
cmd:qcf+4,attack,kiro,Naruto,90,4,True,93,4
crouch,non-attack,kiro,Naruto,124,1,False,124,1
crouchBlock,non-attack,kiro,Naruto,124,1,False,124,1
getupRollUp,non-attack,kiro,Naruto,21,6,False,38,6
getupStand,non-attack,kiro,Naruto,1,7,False,38,7
hitHeavy,non-attack,kiro,Naruto,31,5,False,35,5
hitLight,non-attack,kiro,Naruto,24,1,False,24,1
idle,non-attack,kiro,Naruto,0,4,False,3,4
jableft,attack,kiro,Naruto,75,5,True,79,5
jabright,attack,kiro,Naruto,90,5,True,94,5
juggle,non-attack,kiro,Naruto,31,2,False,32,2
jump,non-attack,kiro,Naruto,18,2,False,19,2
kickleft,attack,kiro,Naruto,85,5,True,89,5
kickright,attack,kiro,Naruto,107,4,True,116,4
knockdown,non-attack,kiro,Naruto,36,4,False,39,4
lose,non-attack,kiro,Naruto,33,1,False,33,1
sidestepLeft,non-attack,kiro,Naruto,61,1,False,61,1
sidestepRight,non-attack,kiro,Naruto,61,1,False,61,1
sprint,non-attack,kiro,Naruto,13,2,False,14,2
walkBack,non-attack,kiro,Naruto,15,1,False,15,1
walkForward,non-attack,kiro,Naruto,4,10,False,9,6
win,non-attack,kiro,Naruto,225,3,False,227,3
backflip,non-attack,kurama,Kurama,40,8,False,48,8
block,non-attack,kurama,Kurama,16,1,False,16,1
chargeKi,non-attack,kurama,Kurama,61,6,False,66,6
cmd:1+2,attack,kurama,Kurama,82,8,True,89,8
cmd:1+3,attack,kurama,Kurama,108,11,True,118,11
cmd:2+3,attack,kurama,Kurama,162,19,True,180,19
cmd:2+4,attack,kurama,Kurama,,0,True,,0
cmd:3+4,attack,kurama,Kurama,,0,True,,0
cmd:FC+1,attack,kurama,Kurama,,0,True,,0
cmd:FC+2,attack,kurama,Kurama,,0,True,,0
cmd:O+2,attack,kurama,Kurama,,0,True,,0
cmd:WS+4,attack,kurama,Kurama,,0,True,,0
cmd:d/f+2,attack,kurama,Kurama,,0,True,,0
cmd:f+1,attack,kurama,Kurama,,0,True,,0
cmd:qcf+4,attack,kurama,Kurama,,0,True,,0
crouch,non-attack,kurama,Kurama,23,1,False,23,1
crouchBlock,non-attack,kurama,Kurama,90,8,False,98,8
getupRollUp,non-attack,kurama,Kurama,,0,False,,0
getupStand,non-attack,kurama,Kurama,32,8,False,56,8
hitHeavy,non-attack,kurama,Kurama,,0,False,,0
hitLight,non-attack,kurama,Kurama,26,1,False,26,1
idle,non-attack,kurama,Kurama,0,2,False,1,2
jableft,attack,kurama,Kurama,129,6,True,134,6
jabright,attack,kurama,Kurama,88,12,True,99,12
juggle,non-attack,kurama,Kurama,29,2,False,30,2
jump,non-attack,kurama,Kurama,18,5,False,22,5
kickleft,attack,kurama,Kurama,,0,True,,0
kickright,attack,kurama,Kurama,,0,True,,0
knockdown,non-attack,kurama,Kurama,32,4,False,35,4
lose,non-attack,kurama,Kurama,31,1,False,31,1
sidestepLeft,non-attack,kurama,Kurama,121,8,False,128,8
sidestepRight,non-attack,kurama,Kurama,121,8,False,128,8
sprint,non-attack,kurama,Kurama,30,10,False,39,10
walkBack,non-attack,kurama,Kurama,15,1,False,15,1
walkForward,non-attack,kurama,Kurama,4,8,False,11,8
win,non-attack,kurama,Kurama,99,1,False,99,1
backflip,non-attack,lenalee-lee,Lenalee Lee,40,8,False,48,8
block,non-attack,lenalee-lee,Lenalee Lee,15,1,False,15,1
chargeKi,non-attack,lenalee-lee,Lenalee Lee,74,6,False,79,6
cmd:1+2,attack,lenalee-lee,Lenalee Lee,216,7,True,222,7
cmd:1+3,attack,lenalee-lee,Lenalee Lee,120,9,True,128,9
cmd:1+4,attack,lenalee-lee,Lenalee Lee,104,9,False,112,9
cmd:2+3,attack,lenalee-lee,Lenalee Lee,82,4,True,85,4
cmd:2+4,attack,lenalee-lee,Lenalee Lee,86,10,True,95,10
cmd:3+4,attack,lenalee-lee,Lenalee Lee,64,5,True,68,5
cmd:FC+1,attack,lenalee-lee,Lenalee Lee,,0,True,,0
cmd:FC+2,attack,lenalee-lee,Lenalee Lee,,0,True,,0
cmd:O+2,attack,lenalee-lee,Lenalee Lee,,0,True,,0
cmd:WS+4,attack,lenalee-lee,Lenalee Lee,,0,True,,0
cmd:d/f+2,attack,lenalee-lee,Lenalee Lee,,0,True,,0
cmd:f+1,attack,lenalee-lee,Lenalee Lee,,0,True,,0
cmd:qcf+4,attack,lenalee-lee,Lenalee Lee,,0,True,,0
crouch,non-attack,lenalee-lee,Lenalee Lee,23,1,False,23,1
crouchBlock,non-attack,lenalee-lee,Lenalee Lee,90,8,False,98,8
getupRollUp,non-attack,lenalee-lee,Lenalee Lee,,0,False,,0
getupStand,non-attack,lenalee-lee,Lenalee Lee,33,8,False,58,8
hitHeavy,non-attack,lenalee-lee,Lenalee Lee,,0,False,,0
hitLight,non-attack,lenalee-lee,Lenalee Lee,27,1,False,27,1
idle,non-attack,lenalee-lee,Lenalee Lee,0,6,False,3,4
jableft,attack,lenalee-lee,Lenalee Lee,82,4,True,85,4
jabright,attack,lenalee-lee,Lenalee Lee,,0,True,,0
juggle,non-attack,lenalee-lee,Lenalee Lee,29,2,False,30,2
jump,non-attack,lenalee-lee,Lenalee Lee,17,5,False,21,5
kickleft,attack,lenalee-lee,Lenalee Lee,80,6,True,85,6
kickright,attack,lenalee-lee,Lenalee Lee,113,8,True,120,8
knockdown,non-attack,lenalee-lee,Lenalee Lee,32,4,False,35,4
lose,non-attack,lenalee-lee,Lenalee Lee,31,1,False,31,1
sidestepLeft,non-attack,lenalee-lee,Lenalee Lee,18,1,False,18,1
sidestepRight,non-attack,lenalee-lee,Lenalee Lee,18,1,False,18,1
sprint,non-attack,lenalee-lee,Lenalee Lee,30,10,False,39,10
walkBack,non-attack,lenalee-lee,Lenalee Lee,14,1,False,14,1
walkForward,non-attack,lenalee-lee,Lenalee Lee,4,8,False,11,8
win,non-attack,lenalee-lee,Lenalee Lee,120,1,False,120,1
backflip,non-attack,majin-buu,Majin Buu,40,8,False,48,8
block,non-attack,majin-buu,Majin Buu,15,1,False,15,1
chargeKi,non-attack,majin-buu,Majin Buu,53,10,False,62,10
cmd:1+2,attack,majin-buu,Majin Buu,104,10,True,113,10
cmd:1+3,attack,majin-buu,Majin Buu,,0,True,,0
cmd:2+3,attack,majin-buu,Majin Buu,,0,True,,0
cmd:2+4,attack,majin-buu,Majin Buu,118,8,True,125,8
cmd:3+4,attack,majin-buu,Majin Buu,137,8,True,144,8
cmd:FC+1,attack,majin-buu,Majin Buu,,0,True,,0
cmd:FC+2,attack,majin-buu,Majin Buu,,0,True,,0
cmd:O+2,attack,majin-buu,Majin Buu,,0,True,,0
cmd:WS+4,attack,majin-buu,Majin Buu,,0,True,,0
cmd:d/f+2,attack,majin-buu,Majin Buu,,0,True,,0
cmd:f+1,attack,majin-buu,Majin Buu,,0,True,,0
cmd:qcf+4,attack,majin-buu,Majin Buu,,0,True,,0
crouch,non-attack,majin-buu,Majin Buu,18,1,False,18,1
crouchBlock,non-attack,majin-buu,Majin Buu,92,8,False,104,8
getupRollUp,non-attack,majin-buu,Majin Buu,,0,False,,0
getupStand,non-attack,majin-buu,Majin Buu,26,8,False,51,8
hitHeavy,non-attack,majin-buu,Majin Buu,,0,False,,0
hitLight,non-attack,majin-buu,Majin Buu,21,1,False,21,1
idle,non-attack,majin-buu,Majin Buu,0,4,False,3,4
jableft,attack,majin-buu,Majin Buu,76,6,True,81,6
jabright,attack,majin-buu,Majin Buu,91,2,True,94,2
juggle,non-attack,majin-buu,Majin Buu,23,2,False,24,2
jump,non-attack,majin-buu,Majin Buu,13,2,False,14,2
kickleft,attack,majin-buu,Majin Buu,,0,True,,0
kickright,attack,majin-buu,Majin Buu,118,8,True,125,8
knockdown,non-attack,majin-buu,Majin Buu,26,4,False,29,4
lose,non-attack,majin-buu,Majin Buu,25,1,False,25,1
sidestepLeft,non-attack,majin-buu,Majin Buu,64,11,False,70,7
sidestepRight,non-attack,majin-buu,Majin Buu,64,12,False,70,7
sprint,non-attack,majin-buu,Majin Buu,30,10,False,39,10
walkBack,non-attack,majin-buu,Majin Buu,15,1,False,15,1
walkForward,non-attack,majin-buu,Majin Buu,4,4,False,7,4
win,non-attack,majin-buu,Majin Buu,125,1,False,125,1
backflip,non-attack,momotaro-tsurugi,Momotaro Tsurugi,40,8,False,48,8
block,non-attack,momotaro-tsurugi,Momotaro Tsurugi,16,1,False,16,1
chargeKi,non-attack,momotaro-tsurugi,Momotaro Tsurugi,57,2,False,58,2
cmd:1+2,attack,momotaro-tsurugi,Momotaro Tsurugi,82,6,True,87,6
cmd:1+3,attack,momotaro-tsurugi,Momotaro Tsurugi,87,7,True,93,7
cmd:1+4,attack,momotaro-tsurugi,Momotaro Tsurugi,101,8,False,108,8
cmd:2+3,attack,momotaro-tsurugi,Momotaro Tsurugi,127,7,True,133,7
cmd:2+4,attack,momotaro-tsurugi,Momotaro Tsurugi,135,8,True,176,8
cmd:3+4,attack,momotaro-tsurugi,Momotaro Tsurugi,149,6,True,154,6
cmd:FC+1,attack,momotaro-tsurugi,Momotaro Tsurugi,,0,True,,0
cmd:FC+2,attack,momotaro-tsurugi,Momotaro Tsurugi,,0,True,,0
cmd:O+2,attack,momotaro-tsurugi,Momotaro Tsurugi,,0,True,,0
cmd:WS+4,attack,momotaro-tsurugi,Momotaro Tsurugi,,0,True,,0
cmd:d/f+2,attack,momotaro-tsurugi,Momotaro Tsurugi,,0,True,,0
cmd:f+1,attack,momotaro-tsurugi,Momotaro Tsurugi,,0,True,,0
cmd:qcf+4,attack,momotaro-tsurugi,Momotaro Tsurugi,,0,True,,0
crouch,non-attack,momotaro-tsurugi,Momotaro Tsurugi,23,1,False,23,1
crouchBlock,non-attack,momotaro-tsurugi,Momotaro Tsurugi,90,8,False,98,8
getupRollUp,non-attack,momotaro-tsurugi,Momotaro Tsurugi,,0,False,,0
getupStand,non-attack,momotaro-tsurugi,Momotaro Tsurugi,35,8,False,56,8
hitHeavy,non-attack,momotaro-tsurugi,Momotaro Tsurugi,,0,False,,0
hitLight,non-attack,momotaro-tsurugi,Momotaro Tsurugi,26,1,False,26,1
idle,non-attack,momotaro-tsurugi,Momotaro Tsurugi,0,6,False,3,4
jableft,attack,momotaro-tsurugi,Momotaro Tsurugi,82,6,True,87,6
jabright,attack,momotaro-tsurugi,Momotaro Tsurugi,88,5,True,92,5
juggle,non-attack,momotaro-tsurugi,Momotaro Tsurugi,28,2,False,29,2
jump,non-attack,momotaro-tsurugi,Momotaro Tsurugi,18,2,False,19,2
kickleft,attack,momotaro-tsurugi,Momotaro Tsurugi,,0,True,,0
kickright,attack,momotaro-tsurugi,Momotaro Tsurugi,,0,True,,0
knockdown,non-attack,momotaro-tsurugi,Momotaro Tsurugi,35,4,False,38,4
lose,non-attack,momotaro-tsurugi,Momotaro Tsurugi,30,1,False,30,1
sidestepLeft,non-attack,momotaro-tsurugi,Momotaro Tsurugi,150,4,False,153,4
sidestepRight,non-attack,momotaro-tsurugi,Momotaro Tsurugi,68,5,False,153,5
sprint,non-attack,momotaro-tsurugi,Momotaro Tsurugi,30,10,False,39,10
walkBack,non-attack,momotaro-tsurugi,Momotaro Tsurugi,15,1,False,15,1
walkForward,non-attack,momotaro-tsurugi,Momotaro Tsurugi,4,8,False,11,8
win,non-attack,momotaro-tsurugi,Momotaro Tsurugi,92,1,False,92,1
backflip,non-attack,monkey-d-luffy,Monkey D. Luffy,40,8,False,48,8
block,non-attack,monkey-d-luffy,Monkey D. Luffy,15,1,False,15,1
chargeKi,non-attack,monkey-d-luffy,Monkey D. Luffy,57,2,False,58,2
cmd:1+2,attack,monkey-d-luffy,Monkey D. Luffy,68,5,True,72,5
cmd:1+3,attack,monkey-d-luffy,Monkey D. Luffy,92,5,True,96,5
cmd:1+4,attack,monkey-d-luffy,Monkey D. Luffy,97,7,True,102,6
cmd:2+3,attack,monkey-d-luffy,Monkey D. Luffy,138,13,True,150,13
cmd:2+4,attack,monkey-d-luffy,Monkey D. Luffy,152,22,True,182,22
cmd:3+4,attack,monkey-d-luffy,Monkey D. Luffy,,0,True,,0
cmd:FC+1,attack,monkey-d-luffy,Monkey D. Luffy,,0,True,,0
cmd:FC+2,attack,monkey-d-luffy,Monkey D. Luffy,,0,True,,0
cmd:O+2,attack,monkey-d-luffy,Monkey D. Luffy,,0,True,,0
cmd:WS+4,attack,monkey-d-luffy,Monkey D. Luffy,,0,True,,0
cmd:d/f+2,attack,monkey-d-luffy,Monkey D. Luffy,,0,True,,0
cmd:f+1,attack,monkey-d-luffy,Monkey D. Luffy,,0,True,,0
cmd:qcf+4,attack,monkey-d-luffy,Monkey D. Luffy,,0,True,,0
crouch,non-attack,monkey-d-luffy,Monkey D. Luffy,20,1,False,20,1
crouchBlock,non-attack,monkey-d-luffy,Monkey D. Luffy,88,8,False,96,8
getupRollUp,non-attack,monkey-d-luffy,Monkey D. Luffy,,0,False,,0
getupStand,non-attack,monkey-d-luffy,Monkey D. Luffy,30,8,False,54,8
hitHeavy,non-attack,monkey-d-luffy,Monkey D. Luffy,,0,False,,0
hitLight,non-attack,monkey-d-luffy,Monkey D. Luffy,25,1,False,25,1
idle,non-attack,monkey-d-luffy,Monkey D. Luffy,0,6,False,3,4
jableft,attack,monkey-d-luffy,Monkey D. Luffy,73,6,True,79,6
jabright,attack,monkey-d-luffy,Monkey D. Luffy,,0,True,,0
juggle,non-attack,monkey-d-luffy,Monkey D. Luffy,27,2,False,28,2
jump,non-attack,monkey-d-luffy,Monkey D. Luffy,17,2,False,18,2
kickleft,attack,monkey-d-luffy,Monkey D. Luffy,,0,True,,0
kickright,attack,monkey-d-luffy,Monkey D. Luffy,,0,True,,0
knockdown,non-attack,monkey-d-luffy,Monkey D. Luffy,30,4,False,33,4
lose,non-attack,monkey-d-luffy,Monkey D. Luffy,29,1,False,29,1
sidestepLeft,non-attack,monkey-d-luffy,Monkey D. Luffy,102,1,False,102,1
sidestepRight,non-attack,monkey-d-luffy,Monkey D. Luffy,102,1,False,102,1
sprint,non-attack,monkey-d-luffy,Monkey D. Luffy,30,10,False,39,10
walkBack,non-attack,monkey-d-luffy,Monkey D. Luffy,14,1,False,14,1
walkForward,non-attack,monkey-d-luffy,Monkey D. Luffy,4,8,False,11,8
win,non-attack,monkey-d-luffy,Monkey D. Luffy,79,1,False,79,1
backflip,non-attack,monkey-d-luffy-2nd-gear,Monkey D. Luffy (2nd Gear),40,8,False,48,8
block,non-attack,monkey-d-luffy-2nd-gear,Monkey D. Luffy (2nd Gear),16,1,False,16,1
chargeKi,non-attack,monkey-d-luffy-2nd-gear,Monkey D. Luffy (2nd Gear),55,1,False,55,1
cmd:1+2,attack,monkey-d-luffy-2nd-gear,Monkey D. Luffy (2nd Gear),80,6,True,86,6
cmd:1+3,attack,monkey-d-luffy-2nd-gear,Monkey D. Luffy (2nd Gear),89,5,True,94,5
cmd:2+3,attack,monkey-d-luffy-2nd-gear,Monkey D. Luffy (2nd Gear),,0,True,,0
cmd:2+4,attack,monkey-d-luffy-2nd-gear,Monkey D. Luffy (2nd Gear),133,7,True,139,7
cmd:3+4,attack,monkey-d-luffy-2nd-gear,Monkey D. Luffy (2nd Gear),96,9,True,104,9
cmd:FC+1,attack,monkey-d-luffy-2nd-gear,Monkey D. Luffy (2nd Gear),,0,True,,0
cmd:FC+2,attack,monkey-d-luffy-2nd-gear,Monkey D. Luffy (2nd Gear),,0,True,,0
cmd:O+2,attack,monkey-d-luffy-2nd-gear,Monkey D. Luffy (2nd Gear),,0,True,,0
cmd:WS+4,attack,monkey-d-luffy-2nd-gear,Monkey D. Luffy (2nd Gear),,0,True,,0
cmd:d/f+2,attack,monkey-d-luffy-2nd-gear,Monkey D. Luffy (2nd Gear),,0,True,,0
cmd:f+1,attack,monkey-d-luffy-2nd-gear,Monkey D. Luffy (2nd Gear),,0,True,,0
cmd:qcf+4,attack,monkey-d-luffy-2nd-gear,Monkey D. Luffy (2nd Gear),,0,True,,0
crouch,non-attack,monkey-d-luffy-2nd-gear,Monkey D. Luffy (2nd Gear),21,1,False,21,1
crouchBlock,non-attack,monkey-d-luffy-2nd-gear,Monkey D. Luffy (2nd Gear),91,8,False,100,8
getupRollUp,non-attack,monkey-d-luffy-2nd-gear,Monkey D. Luffy (2nd Gear),,0,False,,0
getupStand,non-attack,monkey-d-luffy-2nd-gear,Monkey D. Luffy (2nd Gear),31,8,False,55,8
hitHeavy,non-attack,monkey-d-luffy-2nd-gear,Monkey D. Luffy (2nd Gear),,0,False,,0
hitLight,non-attack,monkey-d-luffy-2nd-gear,Monkey D. Luffy (2nd Gear),26,1,False,26,1
idle,non-attack,monkey-d-luffy-2nd-gear,Monkey D. Luffy (2nd Gear),0,4,False,3,4
jableft,attack,monkey-d-luffy-2nd-gear,Monkey D. Luffy (2nd Gear),77,3,True,79,3
jabright,attack,monkey-d-luffy-2nd-gear,Monkey D. Luffy (2nd Gear),89,5,True,95,5
juggle,non-attack,monkey-d-luffy-2nd-gear,Monkey D. Luffy (2nd Gear),28,2,False,29,2
jump,non-attack,monkey-d-luffy-2nd-gear,Monkey D. Luffy (2nd Gear),18,2,False,19,2
kickleft,attack,monkey-d-luffy-2nd-gear,Monkey D. Luffy (2nd Gear),,0,True,,0
kickright,attack,monkey-d-luffy-2nd-gear,Monkey D. Luffy (2nd Gear),,0,True,,0
knockdown,non-attack,monkey-d-luffy-2nd-gear,Monkey D. Luffy (2nd Gear),31,4,False,34,4
lose,non-attack,monkey-d-luffy-2nd-gear,Monkey D. Luffy (2nd Gear),30,1,False,30,1
sidestepLeft,non-attack,monkey-d-luffy-2nd-gear,Monkey D. Luffy (2nd Gear),19,1,False,19,1
sidestepRight,non-attack,monkey-d-luffy-2nd-gear,Monkey D. Luffy (2nd Gear),19,1,False,19,1
sprint,non-attack,monkey-d-luffy-2nd-gear,Monkey D. Luffy (2nd Gear),30,10,False,39,10
walkBack,non-attack,monkey-d-luffy-2nd-gear,Monkey D. Luffy (2nd Gear),15,1,False,15,1
walkForward,non-attack,monkey-d-luffy-2nd-gear,Monkey D. Luffy (2nd Gear),4,8,False,11,8
win,non-attack,monkey-d-luffy-2nd-gear,Monkey D. Luffy (2nd Gear),95,1,False,95,1
backflip,non-attack,nami,Nami,40,8,False,48,8
block,non-attack,nami,Nami,15,2,False,108,2
chargeKi,non-attack,nami,Nami,55,3,False,57,3
cmd:1+2,attack,nami,Nami,79,10,True,88,10
cmd:1+3,attack,nami,Nami,88,8,True,95,8
cmd:1+4,attack,nami,Nami,95,15,True,109,15
cmd:2+3,attack,nami,Nami,117,5,True,121,5
cmd:2+4,attack,nami,Nami,122,10,True,131,10
cmd:3+4,attack,nami,Nami,,0,True,,0
cmd:FC+1,attack,nami,Nami,,0,True,,0
cmd:FC+2,attack,nami,Nami,,0,True,,0
cmd:O+2,attack,nami,Nami,,0,True,,0
cmd:WS+4,attack,nami,Nami,,0,True,,0
cmd:d/f+2,attack,nami,Nami,,0,True,,0
cmd:f+1,attack,nami,Nami,,0,True,,0
cmd:qcf+4,attack,nami,Nami,,0,True,,0
crouch,non-attack,nami,Nami,21,1,False,21,1
crouchBlock,non-attack,nami,Nami,90,8,False,98,8
getupRollUp,non-attack,nami,Nami,,0,False,,0
getupStand,non-attack,nami,Nami,29,8,False,54,8
hitHeavy,non-attack,nami,Nami,,0,False,,0
hitLight,non-attack,nami,Nami,23,1,False,23,1
idle,non-attack,nami,Nami,0,6,False,3,4
jableft,attack,nami,Nami,71,8,True,78,8
jabright,attack,nami,Nami,65,5,True,69,5
juggle,non-attack,nami,Nami,26,2,False,27,2
jump,non-attack,nami,Nami,17,3,False,19,3
kickleft,attack,nami,Nami,,0,True,,0
kickright,attack,nami,Nami,,0,True,,0
knockdown,non-attack,nami,Nami,29,4,False,32,4
lose,non-attack,nami,Nami,28,1,False,28,1
sidestepLeft,non-attack,nami,Nami,42,1,False,42,1
