character,moveKey,reason
majin-buu,neutral:special-heavy,no animationFrames sequence
majin-buu,neutral:special-jab,no animationFrames sequence
majin-buu,neutral:special-jab-heavy,no animationFrames sequence
majin-buu,neutral:special-kick,no animationFrames sequence
momotaro-tsurugi,cmd:FC+1,no animationFrames sequence
momotaro-tsurugi,cmd:FC+2,no animationFrames sequence
momotaro-tsurugi,cmd:O+2,no animationFrames sequence
momotaro-tsurugi,cmd:WS+4,no animationFrames sequence
momotaro-tsurugi,cmd:d/f+2,no animationFrames sequence
momotaro-tsurugi,cmd:f+1,no animationFrames sequence
momotaro-tsurugi,cmd:qcf+4,no animationFrames sequence
momotaro-tsurugi,kickleft,no animationFrames sequence
momotaro-tsurugi,kickright,no animationFrames sequence
momotaro-tsurugi,neutral:heavy-jab,no animationFrames sequence
momotaro-tsurugi,neutral:heavy-jab-heavy,no animationFrames sequence
momotaro-tsurugi,neutral:heavy-jab-special,no animationFrames sequence
momotaro-tsurugi,neutral:heavy-kick,no animationFrames sequence
momotaro-tsurugi,neutral:heavy-kick-special,no animationFrames sequence
momotaro-tsurugi,neutral:heavy-special,no animationFrames sequence
momotaro-tsurugi,neutral:heavy-special-kick,no animationFrames sequence
momotaro-tsurugi,neutral:jab-heavy,no animationFrames sequence
momotaro-tsurugi,neutral:jab-heavy-kick,no animationFrames sequence
momotaro-tsurugi,neutral:jab-heavy-special,no animationFrames sequence
momotaro-tsurugi,neutral:jab-jab,no animationFrames sequence
momotaro-tsurugi,neutral:jab-jab-heavy,no animationFrames sequence
momotaro-tsurugi,neutral:jab-jab-kick,no animationFrames sequence
momotaro-tsurugi,neutral:jab-jab-special,no animationFrames sequence
momotaro-tsurugi,neutral:jab-kick,no animationFrames sequence
momotaro-tsurugi,neutral:jab-kick-heavy,no animationFrames sequence
momotaro-tsurugi,neutral:jab-kick-special,no animationFrames sequence
momotaro-tsurugi,neutral:jab-special,no animationFrames sequence
momotaro-tsurugi,neutral:jab-special-heavy,no animationFrames sequence
momotaro-tsurugi,neutral:kick-heavy,no animationFrames sequence
momotaro-tsurugi,neutral:kick-heavy-special,no animationFrames sequence
momotaro-tsurugi,neutral:kick-jab,no animationFrames sequence
momotaro-tsurugi,neutral:kick-jab-special,no animationFrames sequence
momotaro-tsurugi,neutral:kick-special,no animationFrames sequence
momotaro-tsurugi,neutral:kick-special-heavy,no animationFrames sequence
momotaro-tsurugi,neutral:special-heavy,no animationFrames sequence
momotaro-tsurugi,neutral:special-jab,no animationFrames sequence
momotaro-tsurugi,neutral:special-jab-heavy,no animationFrames sequence
momotaro-tsurugi,neutral:special-kick,no animationFrames sequence
monkey-d-luffy,cmd:1+4,missing startup/active/recovery timing
monkey-d-luffy,cmd:3+4,no animationFrames sequence
monkey-d-luffy,cmd:FC+1,no animationFrames sequence
monkey-d-luffy,cmd:FC+2,no animationFrames sequence
monkey-d-luffy,cmd:O+2,no animationFrames sequence
monkey-d-luffy,cmd:WS+4,no animationFrames sequence
monkey-d-luffy,cmd:d/f+2,no animationFrames sequence
monkey-d-luffy,cmd:f+1,no animationFrames sequence
monkey-d-luffy,cmd:qcf+4,no animationFrames sequence
monkey-d-luffy,jabright,no animationFrames sequence
monkey-d-luffy,kickleft,no animationFrames sequence
monkey-d-luffy,kickright,no animationFrames sequence
monkey-d-luffy,neutral:heavy-jab,no animationFrames sequence
monkey-d-luffy,neutral:heavy-jab-heavy,no animationFrames sequence
monkey-d-luffy,neutral:heavy-jab-special,no animationFrames sequence
monkey-d-luffy,neutral:heavy-kick,no animationFrames sequence
monkey-d-luffy,neutral:heavy-kick-special,no animationFrames sequence
monkey-d-luffy,neutral:heavy-special,no animationFrames sequence
monkey-d-luffy,neutral:heavy-special-kick,no animationFrames sequence
monkey-d-luffy,neutral:jab-heavy,no animationFrames sequence
monkey-d-luffy,neutral:jab-heavy-kick,no animationFrames sequence
monkey-d-luffy,neutral:jab-heavy-special,no animationFrames sequence
monkey-d-luffy,neutral:jab-jab,no animationFrames sequence
monkey-d-luffy,neutral:jab-jab-heavy,no animationFrames sequence
monkey-d-luffy,neutral:jab-jab-kick,no animationFrames sequence
monkey-d-luffy,neutral:jab-jab-special,no animationFrames sequence
monkey-d-luffy,neutral:jab-kick,no animationFrames sequence
monkey-d-luffy,neutral:jab-kick-heavy,no animationFrames sequence
monkey-d-luffy,neutral:jab-kick-special,no animationFrames sequence
monkey-d-luffy,neutral:jab-special,no animationFrames sequence
monkey-d-luffy,neutral:jab-special-heavy,no animationFrames sequence
monkey-d-luffy,neutral:kick-heavy,no animationFrames sequence
monkey-d-luffy,neutral:kick-heavy-special,no animationFrames sequence
monkey-d-luffy,neutral:kick-jab,no animationFrames sequence
monkey-d-luffy,neutral:kick-jab-special,no animationFrames sequence
monkey-d-luffy,neutral:kick-special,no animationFrames sequence
monkey-d-luffy,neutral:kick-special-heavy,no animationFrames sequence
monkey-d-luffy,neutral:special-heavy,no animationFrames sequence
monkey-d-luffy,neutral:special-jab,no animationFrames sequence
monkey-d-luffy,neutral:special-jab-heavy,no animationFrames sequence
monkey-d-luffy,neutral:special-kick,no animationFrames sequence
monkey-d-luffy-2nd-gear,cmd:2+3,no animationFrames sequence
monkey-d-luffy-2nd-gear,cmd:FC+1,no animationFrames sequence
monkey-d-luffy-2nd-gear,cmd:FC+2,no animationFrames sequence
monkey-d-luffy-2nd-gear,cmd:O+2,no animationFrames sequence
monkey-d-luffy-2nd-gear,cmd:WS+4,no animationFrames sequence
monkey-d-luffy-2nd-gear,cmd:d/f+2,no animationFrames sequence
monkey-d-luffy-2nd-gear,cmd:f+1,no animationFrames sequence
monkey-d-luffy-2nd-gear,cmd:qcf+4,no animationFrames sequence
monkey-d-luffy-2nd-gear,kickleft,no animationFrames sequence
monkey-d-luffy-2nd-gear,kickright,no animationFrames sequence
monkey-d-luffy-2nd-gear,neutral:heavy-jab,no animationFrames sequence
monkey-d-luffy-2nd-gear,neutral:heavy-jab-heavy,no animationFrames sequence
monkey-d-luffy-2nd-gear,neutral:heavy-jab-special,no animationFrames sequence
monkey-d-luffy-2nd-gear,neutral:heavy-kick,no animationFrames sequence
monkey-d-luffy-2nd-gear,neutral:heavy-kick-special,no animationFrames sequence
monkey-d-luffy-2nd-gear,neutral:heavy-special,no animationFrames sequence
monkey-d-luffy-2nd-gear,neutral:heavy-special-kick,no animationFrames sequence
monkey-d-luffy-2nd-gear,neutral:jab-heavy,no animationFrames sequence
monkey-d-luffy-2nd-gear,neutral:jab-heavy-kick,no animationFrames sequence
monkey-d-luffy-2nd-gear,neutral:jab-heavy-special,no animationFrames sequence
monkey-d-luffy-2nd-gear,neutral:jab-jab,no animationFrames sequence
monkey-d-luffy-2nd-gear,neutral:jab-jab-heavy,no animationFrames sequence
monkey-d-luffy-2nd-gear,neutral:jab-jab-kick,no animationFrames sequence
monkey-d-luffy-2nd-gear,neutral:jab-jab-special,no animationFrames sequence
monkey-d-luffy-2nd-gear,neutral:jab-kick,no animationFrames sequence
monkey-d-luffy-2nd-gear,neutral:jab-kick-heavy,no animationFrames sequence
monkey-d-luffy-2nd-gear,neutral:jab-kick-special,no animationFrames sequence
monkey-d-luffy-2nd-gear,neutral:jab-special,no animationFrames sequence
monkey-d-luffy-2nd-gear,neutral:jab-special-heavy,no animationFrames sequence
monkey-d-luffy-2nd-gear,neutral:kick-heavy,no animationFrames sequence
monkey-d-luffy-2nd-gear,neutral:kick-heavy-special,no animationFrames sequence
monkey-d-luffy-2nd-gear,neutral:kick-jab,no animationFrames sequence
monkey-d-luffy-2nd-gear,neutral:kick-jab-special,no animationFrames sequence
monkey-d-luffy-2nd-gear,neutral:kick-special,no animationFrames sequence
monkey-d-luffy-2nd-gear,neutral:kick-special-heavy,no animationFrames sequence
monkey-d-luffy-2nd-gear,neutral:special-heavy,no animationFrames sequence
monkey-d-luffy-2nd-gear,neutral:special-jab,no animationFrames sequence
monkey-d-luffy-2nd-gear,neutral:special-jab-heavy,no animationFrames sequence
monkey-d-luffy-2nd-gear,neutral:special-kick,no animationFrames sequence
nami,cmd:1+4,missing startup/active/recovery timing
nami,cmd:3+4,no animationFrames sequence
nami,cmd:FC+1,no animationFrames sequence
nami,cmd:FC+2,no animationFrames sequence
nami,cmd:O+2,no animationFrames sequence
nami,cmd:WS+4,no animationFrames sequence
nami,cmd:d/f+2,no animationFrames sequence
nami,cmd:f+1,no animationFrames sequence
nami,cmd:qcf+4,no animationFrames sequence
nami,kickleft,no animationFrames sequence
nami,kickright,no animationFrames sequence
nami,neutral:heavy-jab,no animationFrames sequence
nami,neutral:heavy-jab-heavy,no animationFrames sequence
nami,neutral:heavy-jab-special,no animationFrames sequence
nami,neutral:heavy-kick,no animationFrames sequence
nami,neutral:heavy-kick-special,no animationFrames sequence
nami,neutral:heavy-special,no animationFrames sequence
nami,neutral:heavy-special-kick,no animationFrames sequence
nami,neutral:jab-heavy,no animationFrames sequence
nami,neutral:jab-heavy-kick,no animationFrames sequence
nami,neutral:jab-heavy-special,no animationFrames sequence
nami,neutral:jab-jab,no animationFrames sequence
nami,neutral:jab-jab-heavy,no animationFrames sequence
nami,neutral:jab-jab-kick,no animationFrames sequence
nami,neutral:jab-jab-special,no animationFrames sequence
nami,neutral:jab-kick,no animationFrames sequence
nami,neutral:jab-kick-heavy,no animationFrames sequence
nami,neutral:jab-kick-special,no animationFrames sequence
nami,neutral:jab-special,no animationFrames sequence
nami,neutral:jab-special-heavy,no animationFrames sequence
nami,neutral:kick-heavy,no animationFrames sequence
nami,neutral:kick-heavy-special,no animationFrames sequence
nami,neutral:kick-jab,no animationFrames sequence
nami,neutral:kick-jab-special,no animationFrames sequence
nami,neutral:kick-special,no animationFrames sequence
nami,neutral:kick-special-heavy,no animationFrames sequence
nami,neutral:special-heavy,no animationFrames sequence
nami,neutral:special-jab,no animationFrames sequence
nami,neutral:special-jab-heavy,no animationFrames sequence
nami,neutral:special-kick,no animationFrames sequence
nami-perfect-clima-tact,cmd:FC+1,no animationFrames sequence
nami-perfect-clima-tact,cmd:FC+2,no animationFrames sequence
nami-perfect-clima-tact,cmd:O+2,no animationFrames sequence
nami-perfect-clima-tact,cmd:WS+4,no animationFrames sequence
nami-perfect-clima-tact,cmd:d/f+2,no animationFrames sequence
nami-perfect-clima-tact,cmd:f+1,no animationFrames sequence
nami-perfect-clima-tact,cmd:qcf+4,no animationFrames sequence
nami-perfect-clima-tact,kickleft,no animationFrames sequence
nami-perfect-clima-tact,kickright,no animationFrames sequence
nami-perfect-clima-tact,neutral:heavy-jab,no animationFrames sequence
nami-perfect-clima-tact,neutral:heavy-jab-heavy,no animationFrames sequence
nami-perfect-clima-tact,neutral:heavy-jab-special,no animationFrames sequence
nami-perfect-clima-tact,neutral:heavy-kick,no animationFrames sequence
nami-perfect-clima-tact,neutral:heavy-kick-special,no animationFrames sequence
nami-perfect-clima-tact,neutral:heavy-special,no animationFrames sequence
nami-perfect-clima-tact,neutral:heavy-special-kick,no animationFrames sequence
nami-perfect-clima-tact,neutral:jab-heavy,no animationFrames sequence
nami-perfect-clima-tact,neutral:jab-heavy-kick,no animationFrames sequence
nami-perfect-clima-tact,neutral:jab-heavy-special,no animationFrames sequence
nami-perfect-clima-tact,neutral:jab-jab,no animationFrames sequence
nami-perfect-clima-tact,neutral:jab-jab-heavy,no animationFrames sequence
nami-perfect-clima-tact,neutral:jab-jab-kick,no animationFrames sequence
nami-perfect-clima-tact,neutral:jab-jab-special,no animationFrames sequence
nami-perfect-clima-tact,neutral:jab-kick,no animationFrames sequence
nami-perfect-clima-tact,neutral:jab-kick-heavy,no animationFrames sequence
nami-perfect-clima-tact,neutral:jab-kick-special,no animationFrames sequence
nami-perfect-clima-tact,neutral:jab-special,no animationFrames sequence
nami-perfect-clima-tact,neutral:jab-special-heavy,no animationFrames sequence
nami-perfect-clima-tact,neutral:kick-heavy,no animationFrames sequence
nami-perfect-clima-tact,neutral:kick-heavy-special,no animationFrames sequence
nami-perfect-clima-tact,neutral:kick-jab,no animationFrames sequence
nami-perfect-clima-tact,neutral:kick-jab-special,no animationFrames sequence
nami-perfect-clima-tact,neutral:kick-special,no animationFrames sequence
nami-perfect-clima-tact,neutral:kick-special-heavy,no animationFrames sequence
nami-perfect-clima-tact,neutral:special-heavy,no animationFrames sequence
nami-perfect-clima-tact,neutral:special-jab,no animationFrames sequence
nami-perfect-clima-tact,neutral:special-jab-heavy,no animationFrames sequence
nami-perfect-clima-tact,neutral:special-kick,no animationFrames sequence
naruto-uzumaki-nine-tails-kyubi,cmd:2+4,no animationFrames sequence
naruto-uzumaki-nine-tails-kyubi,cmd:3+4,no animationFrames sequence
naruto-uzumaki-nine-tails-kyubi,cmd:FC+1,no animationFrames sequence
naruto-uzumaki-nine-tails-kyubi,cmd:FC+2,no animationFrames sequence
naruto-uzumaki-nine-tails-kyubi,cmd:O+2,no animationFrames sequence
naruto-uzumaki-nine-tails-kyubi,cmd:WS+4,no animationFrames sequence
naruto-uzumaki-nine-tails-kyubi,cmd:d/f+2,no animationFrames sequence
naruto-uzumaki-nine-tails-kyubi,cmd:f+1,no animationFrames sequence
naruto-uzumaki-nine-tails-kyubi,cmd:qcf+4,no animationFrames sequence
naruto-uzumaki-nine-tails-kyubi,kickright,no animationFrames sequence
naruto-uzumaki-nine-tails-kyubi,neutral:heavy-jab,no animationFrames sequence
naruto-uzumaki-nine-tails-kyubi,neutral:heavy-jab-heavy,no animationFrames sequence
naruto-uzumaki-nine-tails-kyubi,neutral:heavy-jab-special,no animationFrames sequence
naruto-uzumaki-nine-tails-kyubi,neutral:heavy-kick,no animationFrames sequence
naruto-uzumaki-nine-tails-kyubi,neutral:heavy-kick-special,no animationFrames sequence
naruto-uzumaki-nine-tails-kyubi,neutral:heavy-special,no animationFrames sequence
naruto-uzumaki-nine-tails-kyubi,neutral:heavy-special-kick,no animationFrames sequence
naruto-uzumaki-nine-tails-kyubi,neutral:jab-heavy,no animationFrames sequence
naruto-uzumaki-nine-tails-kyubi,neutral:jab-heavy-kick,no animationFrames sequence
naruto-uzumaki-nine-tails-kyubi,neutral:jab-heavy-special,no animationFrames sequence
naruto-uzumaki-nine-tails-kyubi,neutral:jab-jab,no animationFrames sequence
naruto-uzumaki-nine-tails-kyubi,neutral:jab-jab-heavy,no animationFrames sequence
naruto-uzumaki-nine-tails-kyubi,neutral:jab-jab-kick,no animationFrames sequence
naruto-uzumaki-nine-tails-kyubi,neutral:jab-jab-special,no animationFrames sequence
naruto-uzumaki-nine-tails-kyubi,neutral:jab-kick,no animationFrames sequence
naruto-uzumaki-nine-tails-kyubi,neutral:jab-kick-heavy,no animationFrames sequence
naruto-uzumaki-nine-tails-kyubi,neutral:jab-kick-special,no animationFrames sequence
naruto-uzumaki-nine-tails-kyubi,neutral:jab-special,no animationFrames sequence
naruto-uzumaki-nine-tails-kyubi,neutral:jab-special-heavy,no animationFrames sequence
naruto-uzumaki-nine-tails-kyubi,neutral:kick-heavy,no animationFrames sequence
naruto-uzumaki-nine-tails-kyubi,neutral:kick-heavy-special,no animationFrames sequence
naruto-uzumaki-nine-tails-kyubi,neutral:kick-jab,no animationFrames sequence
naruto-uzumaki-nine-tails-kyubi,neutral:kick-jab-special,no animationFrames sequence
naruto-uzumaki-nine-tails-kyubi,neutral:kick-special,no animationFrames sequence
naruto-uzumaki-nine-tails-kyubi,neutral:kick-special-heavy,no animationFrames sequence
naruto-uzumaki-nine-tails-kyubi,neutral:special-heavy,no animationFrames sequence
naruto-uzumaki-nine-tails-kyubi,neutral:special-jab,no animationFrames sequence
naruto-uzumaki-nine-tails-kyubi,neutral:special-jab-heavy,no animationFrames sequence
naruto-uzumaki-nine-tails-kyubi,neutral:special-kick,no animationFrames sequence
near,cmd:1+2,no animationFrames sequence
near,cmd:1+3,no animationFrames sequence
near,cmd:2+3,no animationFrames sequence
near,cmd:2+4,no animationFrames sequence
near,cmd:3+4,no animationFrames sequence
near,cmd:FC+1,no animationFrames sequence
near,cmd:FC+2,no animationFrames sequence
near,cmd:O+2,no animationFrames sequence
near,cmd:WS+4,no animationFrames sequence
near,cmd:d/f+2,no animationFrames sequence
near,cmd:f+1,no animationFrames sequence
near,cmd:qcf+4,no animationFrames sequence
near,kickright,no animationFrames sequence
near,neutral:heavy-jab,no animationFrames sequence
near,neutral:heavy-jab-heavy,no animationFrames sequence
near,neutral:heavy-jab-special,no animationFrames sequence
near,neutral:heavy-kick,no animationFrames sequence
near,neutral:heavy-kick-special,no animationFrames sequence
near,neutral:heavy-special,no animationFrames sequence
near,neutral:heavy-special-kick,no animationFrames sequence
near,neutral:jab-heavy,no animationFrames sequence
near,neutral:jab-heavy-kick,no animationFrames sequence
near,neutral:jab-heavy-special,no animationFrames sequence
near,neutral:jab-jab,no animationFrames sequence
near,neutral:jab-jab-heavy,no animationFrames sequence
near,neutral:jab-jab-kick,no animationFrames sequence
near,neutral:jab-jab-special,no animationFrames sequence
near,neutral:jab-kick,no animationFrames sequence
near,neutral:jab-kick-heavy,no animationFrames sequence
near,neutral:jab-kick-special,no animationFrames sequence
near,neutral:jab-special,no animationFrames sequence
near,neutral:jab-special-heavy,no animationFrames sequence
near,neutral:kick-heavy,no animationFrames sequence
near,neutral:kick-heavy-special,no animationFrames sequence
near,neutral:kick-jab,no animationFrames sequence
near,neutral:kick-jab-special,no animationFrames sequence
near,neutral:kick-special,no animationFrames sequence
near,neutral:kick-special-heavy,no animationFrames sequence
near,neutral:special-heavy,no animationFrames sequence
near,neutral:special-jab,no animationFrames sequence
near,neutral:special-jab-heavy,no animationFrames sequence
near,neutral:special-kick,no animationFrames sequence
neuro-nogami,cmd:2+3,no animationFrames sequence
neuro-nogami,cmd:FC+1,no animationFrames sequence
neuro-nogami,cmd:FC+2,no animationFrames sequence
neuro-nogami,cmd:O+2,no animationFrames sequence
neuro-nogami,cmd:WS+4,no animationFrames sequence
neuro-nogami,cmd:d/f+2,no animationFrames sequence
neuro-nogami,cmd:f+1,no animationFrames sequence
neuro-nogami,cmd:qcf+4,no animationFrames sequence
neuro-nogami,jabright,no animationFrames sequence
neuro-nogami,kickleft,no animationFrames sequence
neuro-nogami,kickright,no animationFrames sequence
neuro-nogami,neutral:heavy-jab,no animationFrames sequence
neuro-nogami,neutral:heavy-jab-heavy,no animationFrames sequence
neuro-nogami,neutral:heavy-jab-special,no animationFrames sequence
neuro-nogami,neutral:heavy-kick,no animationFrames sequence
neuro-nogami,neutral:heavy-kick-special,no animationFrames sequence
neuro-nogami,neutral:heavy-special,no animationFrames sequence
neuro-nogami,neutral:heavy-special-kick,no animationFrames sequence
neuro-nogami,neutral:jab-heavy,no animationFrames sequence
neuro-nogami,neutral:jab-heavy-kick,no animationFrames sequence
neuro-nogami,neutral:jab-heavy-special,no animationFrames sequence
neuro-nogami,neutral:jab-jab,no animationFrames sequence
neuro-nogami,neutral:jab-jab-heavy,no animationFrames sequence
neuro-nogami,neutral:jab-jab-kick,no animationFrames sequence
neuro-nogami,neutral:jab-jab-special,no animationFrames sequence
neuro-nogami,neutral:jab-kick,no animationFrames sequence
neuro-nogami,neutral:jab-kick-heavy,no animationFrames sequence
neuro-nogami,neutral:jab-kick-special,no animationFrames sequence
neuro-nogami,neutral:jab-special,no animationFrames sequence
neuro-nogami,neutral:jab-special-heavy,no animationFrames sequence
neuro-nogami,neutral:kick-heavy,no animationFrames sequence
neuro-nogami,neutral:kick-heavy-special,no animationFrames sequence
neuro-nogami,neutral:kick-jab,no animationFrames sequence
neuro-nogami,neutral:kick-jab-special,no animationFrames sequence
neuro-nogami,neutral:kick-special,no animationFrames sequence
neuro-nogami,neutral:kick-special-heavy,no animationFrames sequence
neuro-nogami,neutral:special-heavy,no animationFrames sequence
neuro-nogami,neutral:special-jab,no animationFrames sequence
neuro-nogami,neutral:special-jab-heavy,no animationFrames sequence
neuro-nogami,neutral:special-kick,no animationFrames sequence
nico-robin,cmd:1+2+4,missing startup/active/recovery timing
nico-robin,cmd:FC+1,no animationFrames sequence
nico-robin,cmd:FC+2,no animationFrames sequence
nico-robin,cmd:O+2,no animationFrames sequence
nico-robin,cmd:WS+4,no animationFrames sequence
nico-robin,cmd:d/f+2,no animationFrames sequence
nico-robin,cmd:f+1,no animationFrames sequence
nico-robin,cmd:qcf+4,no animationFrames sequence
nico-robin,jabright,no animationFrames sequence
nico-robin,kickleft,no animationFrames sequence
nico-robin,kickright,no animationFrames sequence
nico-robin,neutral:heavy-jab,no animationFrames sequence
nico-robin,neutral:heavy-jab-heavy,no animationFrames sequence
nico-robin,neutral:heavy-jab-special,no animationFrames sequence
nico-robin,neutral:heavy-kick,no animationFrames sequence
nico-robin,neutral:heavy-kick-special,no animationFrames sequence
nico-robin,neutral:heavy-special,no animationFrames sequence
nico-robin,neutral:heavy-special-kick,no animationFrames sequence
nico-robin,neutral:jab-heavy,no animationFrames sequence
nico-robin,neutral:jab-heavy-kick,no animationFrames sequence
nico-robin,neutral:jab-heavy-special,no animationFrames sequence
nico-robin,neutral:jab-jab,no animationFrames sequence
nico-robin,neutral:jab-jab-heavy,no animationFrames sequence
nico-robin,neutral:jab-jab-kick,no animationFrames sequence
nico-robin,neutral:jab-jab-special,no animationFrames sequence
nico-robin,neutral:jab-kick,no animationFrames sequence
nico-robin,neutral:jab-kick-heavy,no animationFrames sequence
nico-robin,neutral:jab-kick-special,no animationFrames sequence
nico-robin,neutral:jab-special,no animationFrames sequence
nico-robin,neutral:jab-special-heavy,no animationFrames sequence
nico-robin,neutral:kick-heavy,no animationFrames sequence
nico-robin,neutral:kick-heavy-special,no animationFrames sequence
nico-robin,neutral:kick-jab,no animationFrames sequence
nico-robin,neutral:kick-jab-special,no animationFrames sequence
nico-robin,neutral:kick-special,no animationFrames sequence
nico-robin,neutral:kick-special-heavy,no animationFrames sequence
nico-robin,neutral:special-heavy,no animationFrames sequence
nico-robin,neutral:special-jab,no animationFrames sequence
nico-robin,neutral:special-jab-heavy,no animationFrames sequence
nico-robin,neutral:special-kick,no animationFrames sequence
pegasus-seiya,cmd:1+4,missing startup/active/recovery timing
pegasus-seiya,cmd:2+4,no animationFrames sequence
pegasus-seiya,cmd:3+4,no animationFrames sequence
pegasus-seiya,cmd:FC+1,no animationFrames sequence
pegasus-seiya,cmd:FC+2,no animationFrames sequence
pegasus-seiya,cmd:O+2,no animationFrames sequence
pegasus-seiya,cmd:WS+4,no animationFrames sequence
pegasus-seiya,cmd:d+2,missing startup/active/recovery timing
pegasus-seiya,cmd:d/f+2,no animationFrames sequence
pegasus-seiya,cmd:f+1,no animationFrames sequence
pegasus-seiya,cmd:qcf+4,no animationFrames sequence
pegasus-seiya,kickright,no animationFrames sequence
pegasus-seiya,neutral:heavy-jab,no animationFrames sequence
pegasus-seiya,neutral:heavy-jab-heavy,no animationFrames sequence
pegasus-seiya,neutral:heavy-jab-special,no animationFrames sequence
pegasus-seiya,neutral:heavy-kick,no animationFrames sequence
pegasus-seiya,neutral:heavy-kick-special,no animationFrames sequence
pegasus-seiya,neutral:heavy-special,no animationFrames sequence
pegasus-seiya,neutral:heavy-special-kick,no animationFrames sequence
pegasus-seiya,neutral:jab-heavy,no animationFrames sequence
pegasus-seiya,neutral:jab-heavy-kick,no animationFrames sequence
pegasus-seiya,neutral:jab-heavy-special,no animationFrames sequence
pegasus-seiya,neutral:jab-jab,no animationFrames sequence
pegasus-seiya,neutral:jab-jab-heavy,no animationFrames sequence
pegasus-seiya,neutral:jab-jab-kick,no animationFrames sequence
pegasus-seiya,neutral:jab-jab-special,no animationFrames sequence
pegasus-seiya,neutral:jab-kick,no animationFrames sequence
pegasus-seiya,neutral:jab-kick-heavy,no animationFrames sequence
pegasus-seiya,neutral:jab-kick-special,no animationFrames sequence
pegasus-seiya,neutral:jab-special,no animationFrames sequence
pegasus-seiya,neutral:jab-special-heavy,no animationFrames sequence
pegasus-seiya,neutral:kick-heavy,no animationFrames sequence
pegasus-seiya,neutral:kick-heavy-special,no animationFrames sequence
pegasus-seiya,neutral:kick-jab,no animationFrames sequence
pegasus-seiya,neutral:kick-jab-special,no animationFrames sequence
pegasus-seiya,neutral:kick-special,no animationFrames sequence
pegasus-seiya,neutral:kick-special-heavy,no animationFrames sequence
pegasus-seiya,neutral:special-heavy,no animationFrames sequence
pegasus-seiya,neutral:special-jab,no animationFrames sequence
pegasus-seiya,neutral:special-jab-heavy,no animationFrames sequence
pegasus-seiya,neutral:special-kick,no animationFrames sequence
piccolo,cmd:1+4,missing startup/active/recovery timing
piccolo,cmd:2+4,no animationFrames sequence
piccolo,cmd:3+4,no animationFrames sequence
piccolo,cmd:FC+1,no animationFrames sequence
piccolo,cmd:FC+2,no animationFrames sequence
piccolo,cmd:O+2,no animationFrames sequence
piccolo,cmd:WS+4,no animationFrames sequence
piccolo,cmd:d/f+2,no animationFrames sequence
piccolo,cmd:f+1,no animationFrames sequence
piccolo,cmd:qcf+4,no animationFrames sequence
piccolo,jabright,no animationFrames sequence
piccolo,kickleft,no animationFrames sequence
piccolo,neutral:heavy-jab,no animationFrames sequence
piccolo,neutral:heavy-jab-heavy,no animationFrames sequence
piccolo,neutral:heavy-jab-special,no animationFrames sequence
piccolo,neutral:heavy-kick,no animationFrames sequence
piccolo,neutral:heavy-kick-special,no animationFrames sequence
piccolo,neutral:heavy-special,no animationFrames sequence
piccolo,neutral:heavy-special-kick,no animationFrames sequence
piccolo,neutral:jab-heavy,no animationFrames sequence
piccolo,neutral:jab-heavy-kick,no animationFrames sequence
piccolo,neutral:jab-heavy-special,no animationFrames sequence
piccolo,neutral:jab-jab,no animationFrames sequence
piccolo,neutral:jab-jab-heavy,no animationFrames sequence
piccolo,neutral:jab-jab-kick,no animationFrames sequence
piccolo,neutral:jab-jab-special,no animationFrames sequence
piccolo,neutral:jab-kick,no animationFrames sequence
piccolo,neutral:jab-kick-heavy,no animationFrames sequence
piccolo,neutral:jab-kick-special,no animationFrames sequence
piccolo,neutral:jab-special,no animationFrames sequence
piccolo,neutral:jab-special-heavy,no animationFrames sequence
piccolo,neutral:kick-heavy,no animationFrames sequence
piccolo,neutral:kick-heavy-special,no animationFrames sequence
piccolo,neutral:kick-jab,no animationFrames sequence
piccolo,neutral:kick-jab-special,no animationFrames sequence
piccolo,neutral:kick-special,no animationFrames sequence
piccolo,neutral:kick-special-heavy,no animationFrames sequence
piccolo,neutral:special-heavy,no animationFrames sequence
piccolo,neutral:special-jab,no animationFrames sequence
piccolo,neutral:special-jab-heavy,no animationFrames sequence
piccolo,neutral:special-kick,no animationFrames sequence
raoh,cmd:2+4,no animationFrames sequence
raoh,cmd:3+4,no animationFrames sequence
raoh,cmd:FC+1,no animationFrames sequence
raoh,cmd:FC+2,no animationFrames sequence
raoh,cmd:O+2,no animationFrames sequence
raoh,cmd:WS+4,no animationFrames sequence
raoh,cmd:d/f+2,no animationFrames sequence
raoh,cmd:f+1,no animationFrames sequence
raoh,cmd:qcf+4,no animationFrames sequence
raoh,jabright,no animationFrames sequence
raoh,kickright,no animationFrames sequence
raoh,neutral:heavy-jab,no animationFrames sequence
raoh,neutral:heavy-jab-heavy,no animationFrames sequence
raoh,neutral:heavy-jab-special,no animationFrames sequence
raoh,neutral:heavy-kick,no animationFrames sequence
raoh,neutral:heavy-kick-special,no animationFrames sequence
raoh,neutral:heavy-special,no animationFrames sequence
raoh,neutral:heavy-special-kick,no animationFrames sequence
raoh,neutral:jab-heavy,no animationFrames sequence
raoh,neutral:jab-heavy-kick,no animationFrames sequence
raoh,neutral:jab-heavy-special,no animationFrames sequence
raoh,neutral:jab-jab,no animationFrames sequence
raoh,neutral:jab-jab-heavy,no animationFrames sequence
raoh,neutral:jab-jab-kick,no animationFrames sequence
raoh,neutral:jab-jab-special,no animationFrames sequence
raoh,neutral:jab-kick,no animationFrames sequence
